,job ID,job title,Company,type,time,location,area,classification,subClassification,potential salary (p.h.)
236,50613781,Headmaster - St Paul's Collegiate School,Sheffield,standout,5, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
237,50585682,OFFICE ADMINISTRATOR OPPORTUNITY - Dunedin Based,NetYourJob,standard,11, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
238,50570167,9 month Fixed Term Contract - Office Administrator - Part-time,AER Group Ltd,standard,13, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
239,50613972,Brewery Sales and Logistics Administrator,Cassels and Sons Brewery Limited,standout,5, Canterbury, Christchurch, Administration & Office Support, Client & Sales Administration,
240,50600752,Administrator - Returns & Repairs team (fixed-term & part-time),Rubber Monkey Sales Ltd,standard,7, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
241,50541299,Wairau Park - Administration Assistant - Part time,Harvey Norman,standout,18, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
242,50606969,Administrator (Academic Registry & Graduation),Unitec Institute of Technology,standard,6, Auckland, Auckland Central, Administration & Office Support, Other,
243,50606405,Commercial Administrator,Bay of Plenty Regional Council,standout,6, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
244,50620333,Senior Business Support,Walker Davey Searells Limited,standout,5, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
245,50573230,Office Administrator,Moore Markhams Otago Limited,standout,12, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
246,50575091,Data Entry,Randstad - Business Support,standard,12, Wellington,, Administration & Office Support, Data Entry & Word Processing,
247,50572931,Office Administrator,Golden Pine Trading Limited,standard,12, Wellington, Wellington Central,,,22.5
248,50640451,Case Manager - Dynamic Case Manager role in Takapuna,NZDRC,standout,210, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
249,50588959,Membership Administrator,Apiculture New Zealand,standard,10, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
250,50605968,"Finance Administration Team Leader: Citycare Water, Christchurch",Citycare,standard,6, Canterbury, Christchurch, Administration & Office Support, Contracts Administration,
251,50599017,Business Administrator - Chronoptics,Yellow Umbrella,standout,7, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
252,50627256,Helpdesk Coordinator,Colliers International,standout,4, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
253,50620928,Client Coordinator,Metrobox,standout,4, Auckland, Manukau & East Auckland, Administration & Office Support, Client & Sales Administration,
254,50572576,Part-time Accounts/Office Administrator,Platinum Recruitment Limited,standout,12, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
255,50597422,Manufacturing Administrator,CARTERS,standout,7, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
256,50601370,Business Support,Bayleys Realty Group,standout,7, Canterbury, Timaru & South Canterbury, Administration & Office Support, Administrative Assistants,
257,50605229,Team Administrator/Coordinator Roles - Expression of Interest,Momentum Consulting Group,standard,6, Wellington,, Administration & Office Support, Other,
258,50608014,Health Care Home Project Coordinator - 1 year fixed term,Western Bay of Plenty Primary Health Organisation,standout,6, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
259,50597959,Administrator HSNO Reassessments,Environmental Protection Authority (EPA),standout,7, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
260,50632523,Team Member,Robert Walters,standout,3, Wellington,, Administration & Office Support, Administrative Assistants,
261,50564731,Regulatory Administration Team Leader,Thames-Coromandel District Council,standout,13, Waikato, Thames & Coromandel, Administration & Office Support, Office Management,
262,50585283,Office Administrator - Sales Coordinator,Norrcom Ltd,standard,11, Wellington, Porirua & Kapiti Coast, Administration & Office Support, Client & Sales Administration,
263,50577069,Receptionist,Annex Group,standard,12, Waikato, Hamilton, Administration & Office Support, Receptionists,
264,50624680,Contract Administrator / Reception,Rodney West Residential Limited,standout,4, Auckland, Rodney & North Shore,,,25.8
265,50610487,Commercial Administrator (28 hrs/week),FSL Foods,standard,6, Tasman, Nelson, Administration & Office Support, Administrative Assistants,
266,50607605,"Team Administrator, (Fixed Term)",Department of Conservation,standout,6, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
267,50628855,ICT Administrator,Alpha Recruitment - NZ,standout,3, Wellington,, Administration & Office Support, Administrative Assistants,
268,50608693,Rockstar Executive Assistant - Perfect for Foodies,JOYN,standout,6, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
269,50605288,Receptionist,Alpha Recruitment - NZ,standout,6, Wellington,, Administration & Office Support, Receptionists,
270,50617166,Business Support Associate,Jarden,standout,5, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
271,50597489,Client Programme Coordinator,Deloitte - NZ,standout,7, Auckland, Auckland Central,,,
272,50624787,Personal Assistant to Partner,Somerset Smith Partners,standout,4, Hawkes Bay, Napier, Administration & Office Support," PA, EA & Secretarial",
273,50584608,Retail Assistant & Administrator,Drake New Zealand - Masterton,standout,11, Wellington,, Administration & Office Support, Administrative Assistants,
274,50561083,Administration/Marketing Assistant,Edinburgh Realty Ltd MREINZ,standard,14, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
275,50605238,Personal Assistant to Salesperson,Property Brokers,standout,6, Wellington, Rest of Wellington Region, Administration & Office Support," PA, EA & Secretarial",
276,50629863,Project/Programme Coordinator,New Zealand Security Intelligence Service,standout,3, Wellington, Wellington Central, Administration & Office Support, Other,
277,50595916,Customer Service Administrator,dm consult mortgages and Insurance,standard,9, Hawkes Bay, Hastings,,,22
278,50624687,Administration Manager,Madison Recruitment Limited,standout,4, Auckland, Auckland Central,,,40.7
279,50607516,Transition Coordinator,Manukau Institute of Technology,standard,6, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
280,50607514,Transition Coordinator,Manukau Institute of Technology,standard,6, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
281,50608641,Retail Coordinator,Natural Sugars,standard,6, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
282,50554655,Reception/Admin,Revolution Health,standard,16, Auckland, Rodney & North Shore,,,22.5
283,50605709,Human Resources and Payroll Administrator,INSIDE Recruitment,standout,6, Wellington, Wellington Central, Administration & Office Support, Contracts Administration,
284,50631711,Sales Co-Ordinator,Asset Recruitment Ltd,standout,3, Waikato, Hamilton, Administration & Office Support, Client & Sales Administration,
285,50599282,Temps temps Temps,Emergent & Co Ltd,standout,7, Auckland,, Administration & Office Support, Administrative Assistants,
286,50576960,Principal's Personal Assistant,TARARUA COLLEGE,standard,12, Manawatu, Rest of Manawatu, Administration & Office Support," PA, EA & Secretarial",
287,50587897,Administration Manager,Tribe (New Zealand) Limited,standout,10, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
288,50576340,Business Support,Wise Group,standout,12, Auckland,, Administration & Office Support, Other,
289,50576858,Business Development Administrator,Powerco,standout,12, Taranaki, New Plymouth, Administration & Office Support, Client & Sales Administration,
290,50629277,Administrator-Maori Health,Alpha Recruitment - NZ,standout,3, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
291,50564120,Admin/Accounts Assistant,Signature Homes Waikato,standard,13, Waikato, Hamilton, Administration & Office Support, Administrative Assistants,
292,50602483,Group Executive Assistant,Reserve Bank of New Zealand,standout,7, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
293,50615457,Team Leader Compliance Support,Otago Regional Council,standout,5, Otago, Dunedin, Administration & Office Support, Other,
294,50597415,Category Assistant,Bidfood,standout,7, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
295,50573762,Bowel Screening Programme & Endoscopy Service Bookings Clerk,South Canterbury District Health Board,standout,12, Canterbury, Timaru & South Canterbury, Administration & Office Support, Administrative Assistants,
296,50616430,Office Manager,O'Brien Ward Lawyers,standout,5, Auckland, Rodney & North Shore, Administration & Office Support, Office Management,
297,50597654,Operations Coordinator - South Island,Private Advertiser,standout,7, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
298,50631607,Senior Court Judges' Associate,Ministry of Justice,standout,3, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
299,50629084,Sales Support Administrator,Tribe (New Zealand) Limited,standout,3, Auckland, Manukau & East Auckland, Administration & Office Support, Client & Sales Administration,
300,50576272,Team Administrator,WSP,standout,12, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
301,50597473,Front Desk Role Medical Rec,Equilibrium,standard,7, Tasman, Nelson, Administration & Office Support, Receptionists,
302,50589122,Service Support Administrator,Rentokil Initial New Zealand,standard,10, Auckland,, Administration & Office Support, Administrative Assistants,
303,50640397,Team Admin,Madison Recruitment Limited,standout,330, Wellington, Hutt Valley, Administration & Office Support, Administrative Assistants,
304,50584591,Business Support Administrator - Part time,Pan Pac Forest Products Limited,standout,11, Hawkes Bay, Napier, Administration & Office Support, Administrative Assistants,
305,50605248,Capital Projects Administrator - Fixed Term,Delegat,standout,6, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
306,50608494,Team Leader,Randstad - Business Support,standard,6, Wellington,,,,43.5
307,50580017,Referrals and Onboarding Coordinator,HealthCare NZ,standout,11, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
308,50629518,Executive Assistant,Jordan Financial Planning NZ Ltd,standout,3, Wellington, Hutt Valley, Administration & Office Support," PA, EA & Secretarial",
309,50625155,Māori Impact Coordinator - ESR,ESR,standout,4, Wellington, Porirua & Kapiti Coast, Administration & Office Support, Administrative Assistants,
310,50587780,Real Estate Personal Assistant,Ray White,standard,10, Auckland, Manukau & East Auckland, Administration & Office Support," PA, EA & Secretarial",
311,50617790,Administrator - 6 month contract,Hays Office Support,standard,5, Auckland, Auckland Central,,,24.5
312,50580084,Personal Assistant,Lance Lawson,standard,11, Bay of Plenty, Rotorua, Administration & Office Support," PA, EA & Secretarial",
313,50606833,PA Team Adminstrator,"Ministry of Business, Innovation and Employment",standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
314,50610697,"Administrator - Accounts, Sales & Marketing",Agilis Vets,standard,6, Canterbury, Timaru & South Canterbury, Administration & Office Support, Administrative Assistants,
315,50617211,Medical Secretary,Southern District Health Board,standout,5, Otago, Dunedin, Administration & Office Support," PA, EA & Secretarial",
316,50556351,Reception and Accounts Receivable Administrator,The Tasman Tanning Company Limited,standout,14, Manawatu, Wanganui, Administration & Office Support, Administrative Assistants,
317,50600168,Candidate Manager / Administrator,RobLawMax Recruitment,standout,7, Wellington, Porirua & Kapiti Coast, Administration & Office Support, Client & Sales Administration,
318,50557862,Customer Service /Sales/Admin,Private Advertiser,standard,14, Auckland, Rodney & North Shore,,,24.5
319,50629442,Team Administrator,Kinetic Recruitment,standout,3, Wellington, Wellington Central,,,27.2
320,50576214,Administrator - Research Support,Massey University,standout,12, Manawatu, Palmerston North, Administration & Office Support, Administrative Assistants,
321,50567115,Contracts Administrator,Lakes District Health Board,standard,13, Bay of Plenty, Rotorua, Administration & Office Support, Contracts Administration,
322,50616885,"Adviser, Funding Services",JacksonStone & Partners,standout,5, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
323,50552041,"Administrative Support Position Part-time, Temporary",PGF Group,standout,17, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
324,50589126,Executive Assistant to the Chief Executive,Hutt City Council,standout,10, Wellington, Hutt Valley, Administration & Office Support," PA, EA & Secretarial",
325,50616869,"Adviser, Funding Services",JacksonStone & Partners,standout,5, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
326,50613874,Project Coordinator,Vodafone New Zealand,standout,5, Auckland, Rodney & North Shore, Administration & Office Support, Contracts Administration,
327,50621062,Sales Administrator,Bayleys Realty Group,standout,4, Auckland, Manukau & East Auckland, Administration & Office Support, Client & Sales Administration,
328,50580156,Word Processor,Dentons Kensington Swan,standout,11, Auckland, Auckland Central, Administration & Office Support, Data Entry & Word Processing,
329,50627457,Duty Collection Agent,Adecco Office,standout,4, Auckland, Manukau & East Auckland,,,
330,50602215,Childrens Team Coordinator - Oranga Tamariki,Oranga Tamariki,standout,7, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
331,50547024,Office Administrator,Base Up,standout,17, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
332,50576174,Team Administrator (permanent and fixed term),WSP,standout,12, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
333,50519739,School Administration Manager,Hare Krishna School,standard,21, Auckland, Rodney & North Shore, Administration & Office Support, Office Management,
334,50572443,Business Support Administrator - Northland (Whangarei),Wilson Group,standout,12, Northland, Rest of Northland, Administration & Office Support, Client & Sales Administration,
335,50542852,Office Administrator,Datacom,standout,18, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
336,50557121,Administrator,Cheal Consultants Ltd,standout,14, Hawkes Bay, Napier, Administration & Office Support, Administrative Assistants,
337,50583617,Personal Assistant,Ministry of Education,standout,11, Wellington, Rest of Wellington Region, Administration & Office Support, Administrative Assistants,
338,50613615,Executive Assistant 2020/69,Ministry for Culture and Heritage,standout,5, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
339,50564894,PART-TIME POSITIONS,"Smiths Sports Shoes, Tauranga",standard,13, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
340,50564466,Trade Administrator (Albany),Mitre 10,standout,13, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
341,50616780,Personal Assistant,Hays Office Support,standard,5, Auckland,, Administration & Office Support, Administrative Assistants,
342,50589272,Weighbridge & Customer Assistant,Waste Management NZ Limited,standout,10, Auckland, Manukau & East Auckland, Administration & Office Support, Other,
343,50551076,Administrator - Executive Office,South Canterbury District Health Board,standout,17, Canterbury, Timaru & South Canterbury, Administration & Office Support," PA, EA & Secretarial",
344,50573276,ACES Administrator,Mount Albert Grammar School,standard,12, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
345,50596153,Office Coordinator / PA,one eighty recruitment,standout,9, Wellington, Wellington Central, Administration & Office Support, Office Management,
346,50601675,Finance and Administration Manager,Cloudland Limited,standard,7, Waikato, Hamilton,,,32.6
347,50576824,Student Administrator,Workforce Development,standard,12, Hawkes Bay, Napier, Administration & Office Support, Administrative Assistants,
348,50591802,Resource and Information Coordinator,Family Planning,standout,10, Wellington, Wellington Central, Administration & Office Support, Records Management & Document Control,
349,50546400,Part time Admin and glazier,Channel Glass and Mirror Systems Ltd,standout,17, Auckland, Manukau & East Auckland,,,22.5
350,50564579,Client Services Administrator,The Skills Organisation,standout,13, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
351,50587281,Assurance Administrator,"Ministry of Business, Innovation and Employment",standout,11, Wellington,, Administration & Office Support, Other,
352,50576312,Maintenance Admin Extraordinaire,TR Group,standout,12, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
353,50621836,Legal Receptionist/Assistant,Gina Jansen Lawyers,standout,4, Auckland, Waitakere & West Auckland, Administration & Office Support, Receptionists,
354,50576508,Personal Assistant to Managing Director,Global Medical Solutions (NZ) Ltd.,standard,12, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
355,50632627,Customer Solutions Associate,Transpower,standout,3, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
356,50587169,Personal Assistant,Catch Consulting,standard,11, Canterbury, Christchurch, Administration & Office Support," PA, EA & Secretarial",
357,50567322,ACCOUNTS ADMINISTRATOR,Walton Plumbing Ltd,standard,13, Canterbury, Christchurch, Administration & Office Support, Other,
358,50541099,Accounts / Office Assistant,Union Demolition,standard,18, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
361,50567084,Customer Care Specialist,YMCA of Auckland Inc,standout,13, Auckland, Rodney & North Shore, Administration & Office Support, Receptionists,
362,50567292,Technical Administrator,Oceania Aviation Limited,standout,13, Auckland, Papakura & Franklin, Administration & Office Support, Administrative Assistants,
363,50560677,PA Admin support to Brand Manager,Liquid Brands Ltd,standard,14, Canterbury, Christchurch, Administration & Office Support," PA, EA & Secretarial",
364,50519120,Office Administrator,Ben Collins electrical,standard,21, Waikato, Rest of Waikato, Administration & Office Support, Administrative Assistants,
365,50574259,Finance Administrator,Caps Hauraki,standout,12, Waikato, Thames & Coromandel, Administration & Office Support, Administrative Assistants,
366,50601968,Sales Team Support and Customer Service,FDG (Fasteners Direct Global Ltd),standout,7, Auckland, Rodney & North Shore, Administration & Office Support, Client & Sales Administration,
367,50600635,Candidate Manager / Administrator,RobLawMax Recruitment,standout,7, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
368,50597477,Commercial Support Coordinator,The Warehouse Group,standout,7, Auckland, Rodney & North Shore, Administration & Office Support, Administrative Assistants,
369,50577032,Executive Assistant,Yealands,standout,12, Auckland, Auckland Central, Administration & Office Support," PA, EA & Secretarial",
370,50591250,"Coordinator, Government Services",Ministry of Health,standout,10, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
371,50605566,Executive Assistant to Deputy Director,Maritime New Zealand,standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
372,50600910,Licensing & Purchasing Officer,Chandler Macleod NZ,standout,7, Wellington,, Administration & Office Support, Administrative Assistants,
373,50550690,Service Support Administrator,Caps Hauraki,standout,17, Waikato, Thames & Coromandel, Administration & Office Support, Administrative Assistants,
374,50629625,Operations Manager - Property Services,Hunter Campbell Limited,standout,3, Auckland, Auckland Central, Administration & Office Support, Office Management,
375,50562000,Property Management Administrator,NetYourJob,standout,14, Waikato, Thames & Coromandel, Administration & Office Support, Administrative Assistants,
376,50597777,Maintenance Systems Support,CAF Limited,standard,7, Auckland, Manukau & East Auckland, Administration & Office Support, Other,
377,50579997,Campus Support,Regent Training Centre,standard,11, Northland, Rest of Northland, Administration & Office Support, Receptionists,
378,50579361,Case Support Officer,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,12, Manawatu,, Administration & Office Support, Administrative Assistants,
379,50567813,Executive Assistant,Carac Group,standard,13, Taranaki, Rest of Taranaki,,,22.5
380,50585036,Site Administrator,Sarah Wilson Recruitment Ltd,standout,11, Wellington, Wellington Central,,,
381,50621252,"Volunteer Engagement Advisor - 16 hours per week, Newtown based",Mary Potter Hospice,standout,4, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
382,50587955,"Performance, Reporting and Assurance Coordinator (permanent full-time)",Royal New Zealand Plunket Trust,standout,10, Wellington, Wellington Central, Administration & Office Support, Other,
383,50621023,Customer Service Representative,Robert Walters,standout,4, Auckland,, Administration & Office Support, Administrative Assistants,
384,50606032,Technology Support Coordinator,Hudson - Business Support,standard,6, Auckland, Auckland Central,,,34
385,50580821,Client Liaison,Private Advertiser,standout,11, Taranaki, New Plymouth, Administration & Office Support, Client & Sales Administration,
386,50615927,Guarantee's Administrator,Momentum Consulting Group,standout,5, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
387,50576110,Administration Coordinator,Personnel Resources/Temp Resources,standout,12, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
388,50575265,Two Fixed Term Kaimahi Positions,Enabled,standard,12, Hawkes Bay, Rest of Hawkes Bay, Administration & Office Support, Administrative Assistants,
389,50559399,Asphalt Plant Junior Administrator,DOWNER NZ,standout,14, Wellington, Rest of Wellington Region, Administration & Office Support, Office Management,
390,50636342,PA,Tribe (New Zealand) Limited,standout,3, Waikato, Hamilton, Administration & Office Support," PA, EA & Secretarial",
391,50605227,Data Entry Administrator - Expressions of Interest,Momentum Consulting Group,standout,6, Wellington,, Administration & Office Support, Data Entry & Word Processing,
392,50628673,FM Contracts Coordinator,DOWNER NZ,standout,3, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
393,50552539,Office Manager/Administrator,Thompson Electrical,standard,17, Marlborough, Blenheim,,,27.2
394,50535136,Administrator,People Passion,standout,19, Auckland, Papakura & Franklin, Administration & Office Support, Administrative Assistants,
395,50583170,Regional Contracts Assistant,Ministry of Social Development,standout,11, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
396,50520510,Receptionist,Pets In The City,standard,21, Auckland, Auckland Central, Administration & Office Support, Receptionists,
397,50631544,Sales Executive - Direct (South Island),MediaWorks NZ Limited,standout,3, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
398,50564119,Personal Assistant / Secretary,JiTelco Limited,standard,13, Auckland, Waitakere & West Auckland,,,28.5
399,50593014,Project Support Coordinator,Consult Recruitment Limited,standard,10, Auckland, Auckland Central, Administration & Office Support, Contracts Administration,
400,50580417,Data Scanning Operator - Fixed Term,Power Business Services,standard,11, Auckland, Auckland Central, Administration & Office Support, Data Entry & Word Processing,
401,50565399,Administrator - Power Products Division,TRANSDIESEL Limited,standout,13, Auckland, Manukau & East Auckland, Administration & Office Support, Client & Sales Administration,
402,50609644,Temp Administrators,EQUIP Recruitment Ltd,standout,6, Wellington, Hutt Valley, Administration & Office Support, Data Entry & Word Processing,
403,50625346,Banking - Processor,Hudson - Business Support,standard,4, Auckland, Auckland Central,,,23
404,50629630,Executive Assistant,EQUIP Recruitment Ltd,standout,3, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
405,50598303,Receptionist,Hays Office Support,standard,7, Wellington,,,,22
406,50539622,Administration and Client Support,Aon New Zealand,standout,18, Hawkes Bay, Rest of Hawkes Bay, Administration & Office Support, Administrative Assistants,
407,50633283,Customer Solutions Associate - 18 month fixed-term,Transpower,standout,3, Wellington, Wellington Central, Administration & Office Support, Client & Sales Administration,
408,50577173,Administrator,Randstad - Business Support,standard,12, Wellington,, Administration & Office Support, Administrative Assistants,
409,50608308,"Executive Assistant, Primary Health Care System Improvement & Innovation",Ministry of Health,standout,6, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
410,50589028,Project Administrator,ATL Group,standard,10, Auckland, Manukau & East Auckland, Administration & Office Support, Contracts Administration,
411,50578963,Accounts Administrator,McDowell Real Estate,standout,12, Bay of Plenty, Rotorua, Administration & Office Support, Other,
412,50621110,Executive Business Coordinator Cadetship - Graduate Opportunity!,Private Advertiser,standard,4, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
413,50600994,Kaiārahi,Rezource Limited,standout,7, Canterbury, Christchurch, Administration & Office Support, Receptionists,
414,50632184,Project Coordinator,Kinetic Recruitment,standout,3, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
415,50554161,Dispatch Administrator,Clearvision Communications,standout,17, Auckland, Auckland Central, Administration & Office Support, Other,
416,50575192,Receptionist - Part-time,Engage Recruitment Support,standout,12, Hawkes Bay, Hastings, Administration & Office Support, Receptionists,
417,50560541,Senior Administrator,Adventure Development Ltd,standout,14, Otago, Dunedin, Administration & Office Support, Office Management,
418,50535871,Administrator,Adecco Office,standard,19, Manawatu, Palmerston North, Administration & Office Support, Other,
419,50548060,Office Manager - Tauranga Container Park,ContainerCo,standout,17, Bay of Plenty, Tauranga, Administration & Office Support, Office Management,
421,50494550,Administration Assistant,Edvance,standard,26, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
422,50565701,Financial Administrator - Organisation wide,Eastern Refuge Society,standout,13, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
423,50584659,Senior Administration/HSEQ Advisor,Talent ID Business Systems Ltd,standout,11, Bay of Plenty, Rotorua, Administration & Office Support, Other,
424,50584658,Senior Administration/HSEQ Advisor - Rotorua,Talent ID Business Systems Ltd,standout,11, Bay of Plenty, Tauranga, Administration & Office Support, Other,
425,50592994,Junior Administration Assistant,Century Yuasa,standout,10, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
426,50635794,Centre Manager - Centre for Arts and Social Transformation (CAST),The University of Auckland,standout,3, Auckland, Auckland Central, Administration & Office Support, Office Management,
427,50598483,Coordination & Rostering Team Lead,Tribe (New Zealand) Limited,standout,7, Auckland, Manukau & East Auckland, Administration & Office Support, Administrative Assistants,
428,50526765,Debt Collection Officer - Office Based,Canstaff,standard,20, Canterbury, Christchurch, Administration & Office Support, Other,
429,50597660,"Placement Specialist l Join a growing, Kiwi-owned company!",MedRecruit,standard,7, Otago, Queenstown & Wanaka, Administration & Office Support, Administrative Assistants,
430,50588771,Management Assistant (Fixed term parental leave cover),Embassy of the United States of America,standout,10, Wellington, Wellington Central,,,44.5
431,50584660,Senior Administration/HSEQ Advisor - Rotorua,Talent ID Business Systems Ltd,standout,11, Waikato, Hamilton, Administration & Office Support, Other,
432,50580411,File Prepper - Fixed Term,Power Business Services,standard,11, Auckland, Auckland Central, Administration & Office Support, Data Entry & Word Processing,
433,50602227,Facilities and Security Co-Ordinator,Reserve Bank of New Zealand,standout,7, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
434,50517497,Administration: Database Administrator,Christchurch Boys High School,standard,21, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
435,50588159,Client Business Manager,INSIDE Recruitment,standout,10, Auckland, Auckland Central, Administration & Office Support, Office Management,
436,50588177,Client Business Manager,INSIDE Recruitment,standout,10, Wellington, Wellington Central, Administration & Office Support, Office Management,
437,50508458,Receptionist / Office Assistant,Private Advertiser,standout,24, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
438,50576475,Committee Secretary,Massey University,standout,12, Manawatu, Palmerston North, Administration & Office Support," PA, EA & Secretarial",
439,50554370,Team Assistant,Colliers International,standout,17, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
440,50597696,"Credentialing Specialist l Join a growing, kiwi-owned company!",MedRecruit,standard,7, Otago, Queenstown & Wanaka, Administration & Office Support, Administrative Assistants,
441,50580236,Asset and Maintenance Services Support Co-ordinator,Lyttelton Port Company,standout,11, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
442,50606620,Office Manager - IT Industry,Hays Office Support,standard,6, Auckland, Rodney & North Shore,,,35.3
443,50591267,Key Account Administrator,Aquaheat Facility Services Limited,standout,10, Wellington, Wellington Central, Administration & Office Support, Contracts Administration,
444,50577091,Casual Receptionist,Hays Office Support,standard,12, Auckland, Auckland Central,,,22.5
445,50588081,Content Coordinator,ArchiPro Ltd,standard,10, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
446,50516951,Receptionist,Private Advertiser,standout,22, Wellington, Hutt Valley, Administration & Office Support, Receptionists,
447,50587836,Payroll Administrator,1st Call Recruitment,standard,10, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
448,50540654,Part Time Receptionist,Brendan Foot Supersite,standout,18, Wellington, Hutt Valley, Administration & Office Support, Receptionists,
449,50560314,Support Services Administrator - Finance (PT - 20 hours),Public Trust,standout,14, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
450,50592106,Executive Assistant,McLaren Associates Ltd - Winner SEEK Small Recruitment Agency of the Year 2019,standout,10, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
451,50528402,Receptionist - Part Time,Recruitment Studio,standout,20, Auckland, Manukau & East Auckland, Administration & Office Support, Receptionists,
452,50526439,Administration Roles - Kiwi Lumber Gisborne,Kiwi Lumber,standout,20, Gisborne, Gisborne, Administration & Office Support, Office Management,
453,50519308,Administration Coordinator,Fletcher Building Limited,standout,21, Auckland,, Administration & Office Support, Administrative Assistants,
454,50615514,Sales Support Administrator,Fluid Recruitment New Zealand Ltd,standout,5, Canterbury, Christchurch, Administration & Office Support, Client & Sales Administration,
455,50548993,Accounts/Admin Support Person,Centaur Earthmoving,standard,17, Auckland, Waitakere & West Auckland,,,24.5
456,50625808,Project Support - Administrators & Coordinators,GBL Personnel,standout,4, Wellington, Wellington Central, Administration & Office Support, Administrative Assistants,
457,50588115,Logistics and Customer Service - 6 Month Contract,Roche Diagnostics New Zealand,standout,10, Auckland,, Administration & Office Support, Other,
